rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,rank_inj,home_rank,roster_rank,runs_per_game,runs_conceded_per_game,runs_margin,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
187,Western Kentucky,Western Kentucky 🤕,-3.56240160986097,1.46669308008442,-2.09570852977656,55.4236211361146,19.818787551808,248,138,71.1901604,50,188,178,163,0.478260869565217,0.565217391304348,-0.0869565217391304,11,13,12,11,#DBE9F4,#FFF6EC,#F3F7FB,#C53357,#F3D0A7,Western Kentucky plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Western Kentucky performs at a similar level regardless of the pace of the game.
188,Idaho,Idaho,-0.38129350512582,-1.77829453048254,-2.15958803560836,-13.1871940128007,43.9032803039988,175,211,68.971419975,171,187,180,190,0.565217391304348,0.478260869565217,0.0869565217391304,13,11,11,12,#FBFCFD,#EBF2F9,#F2F7FB,#C6DFD8,#F7B48D,Idaho performs at a similar level against both good and bad teams.,Idaho plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
189,Lipscomb,Lipscomb,-1.34939545752399,-1.05389630761917,-2.40329176514317,18.8493247547048,-3.65389633722114,193,192,70.9896533,57,189,69,205,0.64,0.72,-0.08,16,18,14,11,#F1F6FB,#F3F7FB,#F1F6FB,#FFB7AB,#E9E4BC,Lipscomb plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Lipscomb performs at a similar level regardless of the pace of the game.
190,Florida International,Florida International,-2.13689371882564,-0.3257176400069,-2.46261135883254,15.9401486375154,-6.20660512066282,220,174,72.93641215,11,190,87,176,0.590909090909091,0.727272727272727,-0.136363636363636,13,16,9,13,#E9F1F8,#FBFCFD,#F1F6FA,#FFC2B3,#E5E1BC,Florida International plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Florida International performs at a similar level regardless of the pace of the game.
191,Charlotte,Charlotte,2.00027542632708,-4.51315836383353,-2.51288293750646,6.70715604518813,-38.5909769546557,132,272,65.53761175,346,191,209,192,0.416666666666667,0.416666666666667,0,10,10,12,12,#FFF5E8,#CCE0F0,#F0F6FA,#FFE5CD,#B1C7C1,Charlotte performs at a similar level against both good and bad teams.,Charlotte plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
192,South Dakota State,South Dakota State,-0.856359981271081,-1.67459230307137,-2.53095228434246,-36.7452336162818,36.3696040718072,187,207,68.799971082,180,192,59,174,0.5,0.5,0,12,12,9,15,#F6F9FC,#ECF3F9,#F0F6FA,#76A4C6,#F6BD95,South Dakota State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,South Dakota State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
193,UC Davis,UC Davis,-3.13461730212218,0.427901200886395,-2.70671610123578,21.2226345155879,-49.2584356525336,237,163,70.07611845,101,193,94,209,0.375,0.5,-0.125,9,12,14,10,#DFEBF5,#FFFCF9,#EFF5FA,#FFAEA5,#A0BEC2,UC Davis plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UC Davis plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
194,Texas A&M-Corpus Christi,Texas A&M-Corpus Christi,-5.69708704126984,2.97230159319806,-2.72478544807178,-21.6082779610199,6.47042881972112,288,101,68.1616368,220,194,323,223,0.391304347826087,0.608695652173913,-0.217391304347826,9,14,10,13,#C6DBEE,#FFEEDA,#EFF5FA,#A1CCD3,#F0DFB5,Texas A&M-Corpus Christi plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Texas A&M-Corpus Christi performs at a similar level regardless of the pace of the game.
195,UT Arlington,UT Arlington,-4.33463473109075,1.48871068700449,-2.84592404408627,5.16850958730124,-20.3037408444772,261,137,66.94530565,292,195,157,211,0.347826086956522,0.304347826086957,0.0434782608695652,8,7,12,11,#D3E4F2,#FFF6EC,#EEF5FA,#FFEBD1,#CED6BE,UT Arlington performs at a similar level against both good and bad teams.,UT Arlington performs at a similar level regardless of the pace of the game.
196,UNC Asheville,UNC Asheville,-0.944493547416213,-1.904279743559,-2.84877329097521,-8.30625890110948,19.6650726260799,190,218,66.4522802,316,196,265,186,0.260869565217391,0.434782608695652,-0.173913043478261,6,10,9,14,#F5F9FC,#E9F1F8,#EEF5FA,#DBEBDB,#F3D0A7,UNC Asheville performs at a similar level against both good and bad teams.,UNC Asheville performs at a similar level regardless of the pace of the game.
197,Ohio,Ohio,0.31079623517206,-3.16543490484468,-2.85463866967262,-19.5622827681052,1.33246037781723,160,249,70.20980775,95,197,110,168,0.4,0.44,-0.04,10,11,12,13,#FFFDFB,#DBE9F4,#EEF4FA,#AAD0D5,#EFE5BA,Ohio plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Ohio performs at a similar level regardless of the pace of the game.
198,Northern Kentucky,Northern Kentucky,-0.252125782818447,-2.60826167832506,-2.86038746114351,-17.2733613028903,-6.8224332955782,171,234,69.63017025,135,198,143,203,0.333333333333333,0.583333333333333,-0.25,8,14,13,11,#FCFDFE,#E2EDF6,#EEF4FA,#B4D6D6,#E4E1BC,Northern Kentucky plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Northern Kentucky performs at a similar level regardless of the pace of the game.
199,Howard,Howard 🔥,-6.67284783460124,3.73266310328414,-2.9401847313171,-26.667054180841,-72.0589872098669,306,86,71.36929905,38,199,130,256,0.608695652173913,0.347826086956522,0.260869565217391,14,8,13,10,#BCD5EB,#FFEAD0,#EEF4FA,#8EBFD0,#7BABC5,Howard plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Howard plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
200,Youngstown State,Youngstown State,-1.50162591380477,-1.46921566151412,-2.97084157531889,28.2515515455465,-33.1122282799077,195,198,68.65783537,189,200,334,170,0.5,0.291666666666667,0.208333333333333,12,7,10,14,#F0F5FA,#EEF4FA,#EEF4FA,#F89493,#B9CBC0,Youngstown State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Youngstown State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
201,Long Island,Long Island,-5.15303042620971,2.16478441579804,-2.98824601041168,14.5694264550943,-0.520074795166436,276,122,69.5290391,141,201,211,226,0.592592592592593,0.481481481481481,0.111111111111111,16,13,18,9,#CBDFF0,#FFF3E4,#EEF4FA,#FFC8B7,#EEE6BC,Long Island plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Long Island performs at a similar level regardless of the pace of the game.
202,Lamar,Lamar,-2.54552061160772,-0.473033115411536,-3.01855372701925,1.28425507623694,-7.62859975205896,227,178,67.04162295,284,202,167,193,0.44,0.52,-0.08,11,13,10,15,#E5EFF7,#F9FBFD,#EDF4FA,#FFFADC,#E2E0BD,Lamar performs at a similar level against both good and bad teams.,Lamar performs at a similar level regardless of the pace of the game.
203,Jacksonville State,Jacksonville State,-3.78093291392653,0.663289761849807,-3.11764315207672,52.6890727674549,17.916872669778,252,154,66.44784725,317,207,322,227,0.545454545454545,0.409090909090909,0.136363636363636,12,9,10,12,#D9E7F4,#FFFBF6,#EDF4F9,#CD3C5C,#F2D2A9,Jacksonville State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Jacksonville State performs at a similar level regardless of the pace of the game.
204,Columbia,Columbia 📉,-0.348634194496191,-2.77416114355887,-3.12279533805506,-35.312592467289,62.9039736198012,174,236,68.985312975,169,203,351,191,0.5,0.545454545454545,-0.0454545454545454,11,12,13,9,#FBFCFD,#E0EBF6,#EDF4F9,#79A8C7,#FB9E79,Columbia plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Columbia plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
205,Drake,Drake,1.26319909552294,-4.47864869268553,-3.21544959716259,-35.4468578358728,39.331488757938,146,270,68.36510415,208,205,227,200,0.384615384615385,0.538461538461538,-0.153846153846154,10,14,10,16,#FFF8F1,#CDE0F0,#ECF3F9,#79A8C7,#F7B992,Drake plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Drake plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
206,James Madison,James Madison,0.3975235960549,-3.62751056825947,-3.22998697220457,52.3612290807156,2.55655688180618,158,259,67.2371267,275,204,135,182,0.423076923076923,0.5,-0.0769230769230769,11,13,13,13,#FFFDFA,#D6E6F3,#ECF3F9,#CE3D5C,#EFE4B9,James Madison plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,James Madison performs at a similar level regardless of the pace of the game.
207,Tennessee-Martin,Tennessee-Martin,-6.48371127637905,3.08860665760677,-3.39510461877228,-20.9281232274149,21.0137743706547,303,99,66.8007312,299,206,345,276,0.48,0.4,0.08,12,10,17,8,#BED6EC,#FFEED8,#EBF3F9,#A4CDD4,#F3CEA5,Tennessee-Martin plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Tennessee-Martin performs at a similar level regardless of the pace of the game.
208,Missouri State,Missouri State 🤕,-1.80920699578217,-1.59612362588398,-3.40533062166615,27.5402913393955,-27.6506158616036,208,206,66.7404012,301,227,239,195,0.681818181818182,0.636363636363636,0.0454545454545454,15,14,10,12,#ECF3F9,#EDF4F9,#EBF3F9,#F99795,#C2D0BF,Missouri State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Missouri State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
209,Southeast Missouri State,Southeast Missouri State,-4.24532001731843,0.69055072673773,-3.5547692905807,2.53179123604808,-26.1496063032605,259,153,69.9429615,113,208,244,239,0.48,0.48,0,12,12,14,11,#D4E4F2,#FFFBF6,#EAF2F9,#FFF5D8,#C5D1BF,Southeast Missouri State performs at a similar level against both good and bad teams.,Southeast Missouri State performs at a similar level regardless of the pace of the game.
210,Buffalo,Buffalo,2.20787514397461,-5.80469382686233,-3.59681868288772,32.2667121438973,-27.3533335193636,126,303,68.10732005,227,209,364,225,0.541666666666667,0.375,0.166666666666667,13,9,13,11,#FFF4E6,#BED7EC,#EAF2F9,#F38589,#C3D0BF,Buffalo plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Buffalo plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
211,Louisiana Tech,Louisiana Tech,-6.03739732975572,2.39314497924921,-3.64425235050651,-24.1082610627809,27.4559177343408,296,115,65.6116951,341,217,34,217,0.409090909090909,0.318181818181818,0.0909090909090909,9,7,11,11,#C2D9ED,#FFF1E1,#EAF2F9,#96C6D2,#F4C79E,Louisiana Tech plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Louisiana Tech plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
212,Colgate,Colgate,-0.84184199352134,-2.81866571143268,-3.66050770495401,26.4339678599208,64.8562433155868,186,238,68.09987985,228,210,257,213,0.653846153846154,0.269230769230769,0.384615384615385,17,7,14,12,#F6F9FC,#DFEBF5,#EAF2F8,#FB9B97,#FC9C77,Colgate plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Colgate plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
213,Radford,Radford 📈,-0.789864009167313,-2.95407185787857,-3.74393586704588,9.83248852349926,-19.3300419763862,184,241,71.96835155,27,211,318,177,0.666666666666667,0.458333333333333,0.208333333333333,16,11,11,13,#F7FAFC,#DEEAF5,#E9F1F8,#FFD9C4,#D0D7BE,Radford performs at a similar level against both good and bad teams.,Radford performs at a similar level regardless of the pace of the game.
214,Indiana State,Indiana State,-1.88794163325712,-1.85812410578119,-3.74606573903831,16.5417230777774,-75.910495703518,214,215,69.8322523,119,212,308,219,0.52,0.52,0,13,13,8,17,#ECF3F9,#EAF2F9,#E9F1F8,#FFC0B2,#75A8C6,Indiana State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Indiana State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
215,Queens,Queens,5.51723370912399,-9.26692329551332,-3.74968958638934,-82.8119671884284,-14.475166903144,77,345,70.04858795,104,213,70,172,0.538461538461538,0.538461538461538,0,14,14,14,12,#FFE3C1,#98BFE1,#E9F1F8,#00429D,#D7DBBE,Queens plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Queens performs at a similar level regardless of the pace of the game.
216,Campbell,Campbell,0.309139497371806,-4.05978580391668,-3.75064630654488,-17.6872732929996,32.0538249837663,161,266,70.90582975,61,214,144,196,0.375,0.458333333333333,-0.0833333333333333,9,11,10,14,#FFFDFB,#D1E3F1,#E9F1F8,#B2D5D6,#F5C29A,Campbell plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Campbell plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
217,Eastern Washington,Eastern Washington 🔥,2.00487472733634,-5.7606977174462,-3.75582299010986,11.4253584394123,-36.88110198509,131,302,68.915587825,174,215,103,214,0.28,0.32,-0.04,7,8,8,17,#FFF5E8,#BFD7EC,#E9F1F8,#FFD3C0,#B3C8C1,Eastern Washington performs at a similar level against both good and bad teams.,Eastern Washington plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
218,SIU Edwardsville,SIU Edwardsville 📈,-6.04578637969001,2.16695288552753,-3.87883349416247,48.7930579897903,-19.6979162675714,297,121,66.23302165,322,216,316,247,0.458333333333333,0.416666666666667,0.0416666666666666,11,10,14,10,#C2D9ED,#FFF3E4,#E8F1F8,#D94863,#CFD6BE,SIU Edwardsville plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,SIU Edwardsville performs at a similar level regardless of the pace of the game.
219,Wofford,Wofford,2.0918903365936,-6.02562070864915,-3.93373037205555,-33.7893358593619,-10.9338846466288,129,305,69.33952085,150,218,311,207,0.56,0.4,0.16,14,10,15,10,#FFF4E7,#BCD5EB,#E8F1F8,#7DACC9,#DDDEBD,Wofford plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Wofford performs at a similar level regardless of the pace of the game.
220,Saint Peter's,Saint Peter's 📈,-3.38975236515451,-0.771072705451173,-4.16082507060568,33.8602199277833,-7.26569447605969,243,183,66.5390632,308,219,44,243,0.565217391304348,0.521739130434783,0.0434782608695652,13,12,14,9,#DDEAF5,#F6F9FC,#E7F0F8,#F07F86,#E3E1BD,Saint Peter's plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Saint Peter's performs at a similar level regardless of the pace of the game.
221,Elon,Elon,1.82331307610659,-6.08977534104727,-4.26646226494068,51.9745562000316,-52.5511767472944,136,307,68.374324955,207,220,361,208,0.36,0.56,-0.2,9,14,12,13,#FFF6EA,#BBD5EB,#E6F0F8,#CF3E5D,#9ABBC3,Elon plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Elon plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
222,Old Dominion,Old Dominion 🔒,-2.66212768341168,-1.76752196234957,-4.42964964576125,34.0667609166938,-90.4407322950375,231,209,69.9247734,114,221,154,194,0.481481481481481,0.481481481481481,0,13,13,9,18,#E4EEF7,#EBF2F9,#E5EFF7,#F07E85,#70A6C7,Old Dominion plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Old Dominion plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
223,Tarleton State,Tarleton State 📉🤕,-6.58250320160443,2.12993393855094,-4.45256926305349,-10.9657150794715,22.5799702750805,304,124,70.68274235,72,276,230,241,0.590909090909091,0.454545454545455,0.136363636363636,13,10,9,13,#BDD6EC,#FFF3E4,#E5EFF7,#CFE5D9,#F3CCA4,Tarleton State performs at a similar level against both good and bad teams.,Tarleton State performs at a similar level regardless of the pace of the game.
224,UMBC,UMBC 🔥,-2.01874277034114,-2.58350418588398,-4.60224695622512,-48.2287888026024,6.89680508634471,218,233,68.14445405,223,222,315,270,0.5,0.409090909090909,0.0909090909090909,11,9,14,8,#EAF2F9,#E2EDF6,#E4EEF7,#5A85BA,#F0DFB4,UMBC plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,UMBC performs at a similar level regardless of the pace of the game.
225,Drexel,Drexel,-5.28990093983263,0.554262033771459,-4.73563890606117,-7.72590080030815,-69.0170835517689,281,159,65.7131892,336,223,260,244,0.538461538461538,0.461538461538462,0.0769230769230769,14,12,12,14,#CADEEF,#FFFBF8,#E4EEF7,#DDECDB,#80AEC5,Drexel performs at a similar level against both good and bad teams.,Drexel plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
226,Western Carolina,Western Carolina 🔥,-0.0181612002124272,-4.81784752601077,-4.8360087262232,-32.5840799276983,-99.009900990099,165,280,69.97533165,111,224,63,221,0.434782608695652,0.608695652173913,-0.173913043478261,10,14,8,15,#FEFEFE,#C9DDEF,#E3EEF7,#80AFCA,#70A6C7,Western Carolina plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Western Carolina plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
227,Utah Tech,Utah Tech,-1.79629509160483,-3.07030946259775,-4.86660455420258,43.5805459362357,11.8025573481063,206,244,68.0531999,232,225,190,245,0.625,0.416666666666667,0.208333333333333,15,10,13,11,#EDF3F9,#DCE9F5,#E3EDF7,#E25B6E,#F1D9AF,Utah Tech plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Utah Tech performs at a similar level regardless of the pace of the game.
228,Texas State,Texas State 📈,-3.91436816149411,-1.03785018301074,-4.95221834450486,17.1580271741624,10.2777019676929,255,190,67.9708543,235,226,16,232,0.269230769230769,0.384615384615385,-0.115384615384615,7,10,15,11,#D7E6F3,#F3F7FB,#E2EDF6,#FFBEB0,#F1DBB1,Texas State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Texas State performs at a similar level regardless of the pace of the game.
229,Stony Brook,Stony Brook,-3.13333910262912,-1.89294226141745,-5.02628136404656,28.0532512957548,20.6511133962713,236,217,66.77457545,300,228,129,240,0.64,0.44,0.2,16,11,14,11,#DFEBF5,#EAF2F8,#E2EDF6,#F99593,#F3CFA6,Stony Brook plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Stony Brook performs at a similar level regardless of the pace of the game.
230,New Orleans,New Orleans,-1.62689071000642,-3.59915900516047,-5.22604971516689,-9.77934755219005,15.1246562006898,200,257,71.23554725,48,229,339,231,0.333333333333333,0.481481481481481,-0.148148148148148,9,13,12,15,#EEF4FA,#D7E6F3,#E1ECF6,#D4E7DA,#F2D5AB,New Orleans performs at a similar level against both good and bad teams.,New Orleans performs at a similar level regardless of the pace of the game.
231,Bethune-Cookman,Bethune-Cookman,-4.26207357399611,-1.27192201478243,-5.53399558877854,-63.2299614588612,-11.5256032905702,260,195,69.66285345,131,230,81,218,0.44,0.44,0,11,11,12,13,#D4E4F2,#F0F6FA,#DFEBF5,#285FAA,#DCDDBD,Bethune-Cookman plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Bethune-Cookman performs at a similar level regardless of the pace of the game.
232,Cal State Fullerton,Cal State Fullerton,-3.81540090976662,-1.78070544457658,-5.5961063543432,-26.9629445461927,-28.0684889379467,253,212,73.9855195,6,231,202,273,0.52,0.56,-0.04,13,14,11,14,#D8E7F3,#EBF2F9,#DFEBF5,#8EBED0,#C2D0BF,Cal State Fullerton plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Cal State Fullerton plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
233,Coastal Carolina,Coastal Carolina,-6.08175416223586,0.340655471036195,-5.74109869119966,11.0414574434185,21.0817514053278,299,164,68.34070013,210,232,185,280,0.307692307692308,0.5,-0.192307692307692,8,13,15,11,#C2D9ED,#FFFDFA,#DEEAF5,#FFD5C1,#F3CEA5,Coastal Carolina performs at a similar level against both good and bad teams.,Coastal Carolina performs at a similar level regardless of the pace of the game.
234,Tennessee State,Tennessee State,-1.27363004971421,-4.53011595651259,-5.80374600622679,20.1327492770151,28.7974051268783,192,274,71.3097582,40,233,223,236,0.434782608695652,0.521739130434783,-0.0869565217391304,10,12,14,9,#F2F7FB,#CCDFF0,#DEEAF5,#FFB3A8,#F4C59D,Tennessee State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Tennessee State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
235,Weber State,Weber State,-0.24291800136038,-5.62671486538902,-5.8696328667494,4.20984089099188,-28.4108460203664,169,297,69.75876055,124,234,160,257,0.44,0.52,-0.08,11,13,11,14,#FCFDFE,#C0D8EC,#DDEAF5,#FFEFD4,#C1CFBF,Weber State performs at a similar level against both good and bad teams.,Weber State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
236,Omaha,Omaha,-0.477209060069565,-5.48918047248825,-5.96638953255782,22.7731319645196,-5.9205153008796,181,295,68.66592434,188,235,148,228,0.333333333333333,0.416666666666667,-0.0833333333333334,8,10,10,14,#FAFCFD,#C2D9ED,#DDEAF5,#FFA9A1,#E5E2BC,Omaha plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Omaha performs at a similar level regardless of the pace of the game.
237,Florida Gulf Coast,Florida Gulf Coast,-1.684510184422,-4.32685732144304,-6.01136750586504,-21.2432375438351,-12.3706699541796,201,269,69.04766326,167,236,267,181,0.4,0.56,-0.16,10,14,10,15,#EEF4FA,#CFE1F1,#DCE9F5,#A3CCD4,#DBDCBD,Florida Gulf Coast plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Florida Gulf Coast performs at a similar level regardless of the pace of the game.
238,Charleston Southern,Charleston Southern,-4.5609137584753,-1.48046306917494,-6.04137682765024,7.54956602189781,-12.7242316826067,265,199,72.40738645,19,237,84,284,0.6,0.48,0.12,15,12,10,15,#D1E2F1,#EEF4FA,#DCE9F5,#FFE2CB,#DADCBD,Charleston Southern performs at a similar level against both good and bad teams.,Charleston Southern performs at a similar level regardless of the pace of the game.
239,Hampton,Hampton,-5.7863072714392,-0.281837795632102,-6.0681450670713,-11.6215471074715,-15.8217234775024,292,172,66.99959935,288,238,15,230,0.25,0.5,-0.25,6,12,10,14,#C5DBEE,#FBFDFE,#DCE9F5,#CCE3D9,#D5DABE,Hampton performs at a similar level against both good and bad teams.,Hampton performs at a similar level regardless of the pace of the game.
240,Dartmouth,Dartmouth,-3.66047878546007,-2.45654902400062,-6.11702780946069,30.2540463267648,-21.4778849841466,249,229,70.96056165,58,239,363,249,0.380952380952381,0.619047619047619,-0.238095238095238,8,13,8,13,#DAE8F4,#E3EEF7,#DCE9F4,#F58D8E,#CCD5BE,Dartmouth plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Dartmouth performs at a similar level regardless of the pace of the game.
241,East Carolina,East Carolina 📈,-4.36665790740753,-1.77082074103461,-6.13747864844215,-30.1283846183703,-34.1451832918102,262,210,69.48915265,144,240,310,202,0.25,0.5,-0.25,6,12,8,16,#D3E4F2,#EBF2F9,#DCE9F4,#86B6CC,#B8CBC0,East Carolina plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,East Carolina plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
242,Rice,Rice,-1.47406135999751,-4.69959914932294,-6.17366050932045,17.4805306041876,-18.6747837227657,194,276,67.69019545,248,241,170,184,0.0833333333333333,0.625,-0.541666666666667,2,15,9,15,#F0F5FA,#CADEEF,#DBE9F4,#FFBDAF,#D1D7BE,Rice plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Rice performs at a similar level regardless of the pace of the game.
243,Iona,Iona,-3.9570769982427,-2.26617414028069,-6.22325113852339,7.38353509273889,9.52527903258552,256,223,70.103728,98,242,67,242,0.814814814814815,0.481481481481481,0.333333333333333,22,13,15,12,#D7E6F3,#E5EFF7,#DBE9F4,#FFE3CB,#F0DCB1,Iona performs at a similar level against both good and bad teams.,Iona performs at a similar level regardless of the pace of the game.
244,Southern Mississippi,Southern Mississippi,-5.59044589104136,-0.635527246421464,-6.22597313746282,4.47287069939657,-23.4775425458807,287,181,69.71452655,128,243,76,274,0.538461538461538,0.384615384615385,0.153846153846154,14,10,12,14,#C7DCEE,#F7FAFC,#DBE9F4,#FFEED3,#C9D3BF,Southern Mississippi performs at a similar level against both good and bad teams.,Southern Mississippi performs at a similar level regardless of the pace of the game.
245,Boston University,Boston University 🔥💥,1.19444963979338,-7.43961798403594,-6.24516834424256,26.525956115933,-33.4669710907631,147,321,65.07725095,357,247,151,267,0.518518518518518,0.518518518518518,0,14,14,12,15,#FFF9F1,#ACCBE7,#DBE9F4,#FB9B97,#B9CBC0,Boston University plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Boston University plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
246,Lindenwood,Lindenwood,-6.58520123617866,0.334932747319674,-6.25026848885898,-38.919714967621,13.5207530977888,305,165,73.2859928,8,244,342,278,0.625,0.5,0.125,15,12,13,11,#BDD6EC,#FFFDFA,#DBE9F4,#719EC4,#F1D7AD,Lindenwood plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Lindenwood performs at a similar level regardless of the pace of the game.
247,La Salle,La Salle 🤕,-5.29078337961942,-1.03794303561467,-6.32872641523409,-14.3257423735365,-18.1678160977623,282,191,67.10890145,281,256,25,238,0.5,0.666666666666667,-0.166666666666667,12,16,6,18,#CADEEF,#F3F7FB,#DBE8F4,#C1DDD7,#D1D8BE,La Salle performs at a similar level against both good and bad teams.,La Salle performs at a similar level regardless of the pace of the game.
248,Princeton,Princeton,-3.23268767333471,-3.10030541587323,-6.33299308920794,36.8231513464445,-57.3643124342856,242,246,65.6509461,338,245,122,248,0.375,0.625,-0.25,9,15,7,17,#DEEBF5,#DCE9F5,#DBE8F4,#EC747F,#93B7C3,Princeton plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Princeton plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
