rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,home_rank,runs_per_game,runs_conceded_per_game,runs_margin,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
187,Illinois State,Illinois State,-2.75060223401269,0.834317714163706,-1.91628451984899,62.5270903200737,38.2285322393038,230,145,65.6966580477079,335,317,0.548387096774194,0.32258064516129,0.225806451612903,17,10,14,17,#E5EFF7,#FFFAF4,#F1F6FB,#BB2951,#F7B48D,Illinois State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Illinois State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
188,East Tennessee State,East Tennessee State,-3.49163612571122,1.47775790666216,-2.01387821904906,-1.54521379345031,-12.0449656535785,248,137,68.265444664674,205,236,0.32258064516129,0.483870967741935,-0.161290322580645,10,15,17,16,#DEEBF5,#FFF6EB,#F1F6FB,#F4F9DE,#D8DBBD,East Tennessee State performs at a similar level against both good and bad teams.,East Tennessee State performs at a similar level regardless of the pace of the game.
189,Pepperdine,Pepperdine,0.344520706742135,-2.54964900177514,-2.205128295033,-99.009900990099,65.6028692934492,167,234,68.9540243227978,152,106,0.620689655172414,0.517241379310345,0.103448275862069,18,15,11,20,#FFFDFB,#DDEAF5,#EFF5FA,#00429D,#FE926E,Pepperdine plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Pepperdine plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
190,UC Santa Barbara,UC Santa Barbara,0.784667971116205,-3.09680189715352,-2.31213392603731,9.26346334758048,6.69101300917752,160,245,68.4886663243569,189,348,0.413793103448276,0.620689655172414,-0.206896551724138,12,18,14,15,#FFFBF6,#D5E5F3,#EFF5FA,#FFDEC8,#F0DEB3,UC Santa Barbara performs at a similar level against both good and bad teams.,UC Santa Barbara performs at a similar level regardless of the pace of the game.
191,Cleveland State,Cleveland State,-0.206688404248682,-2.26825484248613,-2.47494324673481,66.3022038872803,7.19379605909804,178,224,68.7563955436844,168,229,0.457142857142857,0.371428571428571,0.0857142857142857,16,13,20,15,#FDFDFE,#E0ECF6,#EEF4FA,#B01E4B,#F0DDB3,Cleveland State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Cleveland State performs at a similar level regardless of the pace of the game.
192,Brown,Brown,-2.92574591908395,0.248207147943642,-2.67753877114031,99.009900990099,15.1437632934136,233,158,68.6589164966758,174,307,0.333333333333333,0.5,-0.166666666666667,10,15,12,18,#E4EEF7,#FFFDFB,#ECF3F9,#93003A,#F2D3A9,Brown plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Brown performs at a similar level regardless of the pace of the game.
193,Texas A&M-Corpus Christi,Texas A&M-Corpus Christi,-5.69223265453891,2.91059063535741,-2.7816420191815,28.2118198544701,-27.5607230139098,288,109,70.0263970203987,92,208,0.655172413793103,0.379310344827586,0.275862068965517,19,11,17,12,#CADEEF,#FFEED8,#ECF3F9,#FB9B97,#BBCCC0,Texas A&M-Corpus Christi plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Texas A&M-Corpus Christi plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
194,Saint Louis,Saint Louis,3.95314127077918,-6.80863225020796,-2.85549097942879,16.9576418098923,9.41911254807576,100,333,70.5859552947295,70,338,0.3125,0.4375,-0.125,10,14,12,20,#FFEBD3,#A4C7E4,#EBF2F9,#FFC3B4,#F1DAB0,Saint Louis plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Saint Louis performs at a similar level regardless of the pace of the game.
195,California Baptist,California Baptist,-2.86998780522788,-0.0867371583026386,-2.95672496353052,-22.9269904555709,3.13144801297156,232,171,65.1207741397921,345,188,0.354838709677419,0.451612903225806,-0.0967741935483871,11,14,14,17,#E4EEF7,#FDFEFE,#EAF2F9,#76A4C6,#EFE2B8,California Baptist plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,California Baptist performs at a similar level regardless of the pace of the game.
196,Monmouth,Monmouth,-0.707573106175912,-2.38017668264695,-3.08774978882287,18.2433364234822,19.982393705737,189,229,68.81112272695,162,70,0.375,0.40625,-0.03125,12,13,18,15,#F8FAFD,#DFEBF5,#E9F1F8,#FFBEB0,#F3CCA3,Monmouth plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Monmouth performs at a similar level regardless of the pace of the game.
197,Georgetown,Georgetown,2.73334371967396,-5.85194523783145,-3.11860151815749,-2.93731480166884,43.8417859803599,123,315,67.978277568712,228,340,0.1875,0.8125,-0.625,6,26,9,23,#FFF1E1,#B1CEE8,#E9F1F8,#EAF3DD,#F9AD87,Georgetown performs at a similar level against both good and bad teams.,Georgetown plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
198,Louisville,Louisville,-0.785360522935729,-2.38543859041892,-3.17079911335464,33.6793463711453,80.4407763679066,190,230,70.6104300696222,68,278,0.483870967741935,0.612903225806452,-0.129032258064516,15,19,8,24,#F7FAFC,#DFEBF5,#E9F1F8,#F4888B,#FE926E,Louisville plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Louisville plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
199,Tennessee-Martin,Tennessee-Martin,0.436045996592275,-3.61624716780855,-3.18020117121627,-4.36126351100622,30.316915428629,165,259,73.3915637080224,10,302,0.592592592592593,0.666666666666667,-0.0740740740740741,16,18,17,11,#FFFCFA,#CEE1F1,#E9F1F8,#E0EEDC,#F6BF97,Tennessee-Martin performs at a similar level against both good and bad teams.,Tennessee-Martin plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
200,Tulsa,Tulsa,-3.48197531250833,0.291300297936373,-3.19067501457196,-15.9613909873459,-21.9652057701637,247,155,71.6806265029984,35,5,0.5,0.566666666666667,-0.0666666666666667,15,17,15,15,#DFEBF5,#FFFDFB,#E9F1F8,#91C2D1,#C5D1BF,Tulsa plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Tulsa performs at a similar level regardless of the pace of the game.
201,La Salle,La Salle,-1.06958642458163,-2.14337372122375,-3.21296014580538,3.09941390761639,-26.7180257968569,200,222,68.0548789730686,221,156,0.387096774193548,0.419354838709677,-0.0322580645161291,12,13,15,17,#F5F8FC,#E2EDF6,#E9F1F8,#FFF4D7,#BCCDC0,La Salle performs at a similar level against both good and bad teams.,La Salle plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
202,Florida Gulf Coast,Florida Gulf Coast,-0.869202682061018,-2.35264698447426,-3.22184966653527,-3.39114632451317,-14.8599672171715,192,226,65.1867809208422,344,326,0.310344827586207,0.448275862068966,-0.137931034482759,9,13,11,18,#F7FAFC,#DFEBF5,#E9F1F8,#E7F2DC,#D2D8BE,Florida Gulf Coast performs at a similar level against both good and bad teams.,Florida Gulf Coast performs at a similar level regardless of the pace of the game.
203,Georgia State,Georgia State,-0.281302652579894,-3.05916759323217,-3.34047024581207,11.9415049498885,0.332359141613325,180,244,69.0564403811002,145,165,0.344827586206897,0.517241379310345,-0.172413793103448,10,15,12,17,#FCFDFE,#D6E5F3,#E8F0F8,#FFD4C1,#EFE6BB,Georgia State performs at a similar level against both good and bad teams.,Georgia State performs at a similar level regardless of the pace of the game.
204,Northern Colorado,Northern Colorado,0.592396817305437,-3.97792399586581,-3.38552717856037,5.49014723850272,-26.7492682503505,163,263,70.8715362908582,54,266,0.633333333333333,0.5,0.133333333333333,19,15,17,14,#FFFCF8,#CADEEF,#E7F0F8,#FFEBD1,#BCCDC0,Northern Colorado performs at a similar level against both good and bad teams.,Northern Colorado plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
205,Rider,Rider,-1.71602341611431,-1.69503418028448,-3.41105759639879,-42.115708261908,-14.2544820343159,212,214,68.8473457832448,158,244,0.483870967741935,0.387096774193548,0.0967741935483871,15,12,14,17,#EFF5FA,#E8F1F8,#E7F0F8,#1954A5,#D4D9BE,Rider plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Rider performs at a similar level regardless of the pace of the game.
206,Norfolk State,Norfolk State,-1.8074943874574,-1.61805232135142,-3.42554670880882,40.2427531275229,-49.0973736019561,214,211,67.6306357926232,250,30,0.387096774193548,0.225806451612903,0.161290322580645,12,7,20,11,#EEF4FA,#E9F1F8,#E7F0F8,#EB717D,#92B7C4,Norfolk State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Norfolk State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
207,Merrimack,Merrimack,-8.54871392222309,5.12235729119191,-3.42635663103119,15.4730579382459,0.689710269184894,324,70,68.4731018116362,190,253,0.566666666666667,0.666666666666667,-0.1,17,20,19,12,#B0CEE8,#FFE1BB,#E7F0F8,#FFC8B7,#EFE6BB,Merrimack plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Merrimack performs at a similar level regardless of the pace of the game.
208,Saint Peter's,Saint Peter's,-7.02429856603145,3.54365962361221,-3.48063894241924,-53.4654492323958,-22.2753789969672,306,99,65.1166608035714,346,230,0.354838709677419,0.387096774193548,-0.032258064516129,11,12,18,14,#BED7EC,#FFEAD0,#E7F0F8,#00429D,#C4D1BF,Saint Peter's plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Saint Peter's performs at a similar level regardless of the pace of the game.
209,Rice,Rice,0.992570179431364,-4.57332283488833,-3.58075265545696,-17.5402774052343,13.6769966329139,155,276,67.4778794710688,259,344,0.419354838709677,0.645161290322581,-0.225806451612903,13,20,10,21,#FFFAF4,#C2D9ED,#E6EFF7,#8BBBCE,#F2D5AB,Rice plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Rice performs at a similar level regardless of the pace of the game.
210,Jacksonville State,Jacksonville State,-4.01392305605864,0.429032424829097,-3.58489063122954,68.638024611914,-7.93825439465247,258,152,66.2542101216018,318,325,0.344827586206897,0.310344827586207,0.0344827586206897,10,9,11,18,#DAE8F4,#FFFCF9,#E6EFF7,#A91747,#E0DFBD,Jacksonville State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Jacksonville State performs at a similar level regardless of the pace of the game.
211,Stetson,Stetson,2.85036848189596,-6.52256576720726,-3.6721972853113,-3.58397222385984,10.6279865063761,119,326,67.2194829566178,273,84,0.4375,0.75,-0.3125,14,24,19,13,#FFF1DF,#A8C9E5,#E5EFF7,#E6F1DC,#F1D9AF,Stetson performs at a similar level against both good and bad teams.,Stetson performs at a similar level regardless of the pace of the game.
212,Gardner-Webb,Gardner-Webb,-3.8634619562743,0.141134223721087,-3.72232773255322,49.4562608799447,-24.9497925568236,255,164,70.6033565348328,69,350,0.433333333333333,0.666666666666667,-0.233333333333333,13,20,14,16,#DBE9F4,#FFFEFD,#E5EFF7,#DF5168,#BFCEC0,Gardner-Webb plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Gardner-Webb plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
213,Milwaukee,Milwaukee,1.43133352371402,-5.16418640450286,-3.73285288078884,36.614588432576,48.8264005374591,144,288,70.6535459491471,65,137,0.484848484848485,0.575757575757576,-0.0909090909090909,16,19,18,15,#FFF8EF,#BAD4EB,#E5EFF7,#F07E85,#FAA681,Milwaukee plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Milwaukee plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
214,Marshall,Marshall,-3.37921440702317,-0.375191653743258,-3.75440606076643,-6.25956238203924,-45.1317189294529,244,181,71.8784089665512,29,109,0.5,0.59375,-0.09375,16,19,12,20,#DFEBF6,#FAFBFD,#E5EFF7,#D3E7DA,#99BBC3,Marshall performs at a similar level against both good and bad teams.,Marshall plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
215,Fresno State,Fresno State,-2.34166426234671,-1.4558762546677,-3.79754051701441,-43.4435114964959,12.3812279080576,223,206,66.8162423172854,293,308,0.28125,0.59375,-0.3125,9,19,11,21,#E9F1F8,#EBF3F9,#E5EFF7,#124FA2,#F1D6AD,Fresno State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Fresno State performs at a similar level regardless of the pace of the game.
216,Missouri-Kansas City,Missouri-Kansas City,-4.90854271481676,0.948163071544576,-3.96037964327219,-26.7771771857843,33.3078816467879,274,142,67.7023004493443,246,160,0.448275862068966,0.724137931034483,-0.275862068965517,13,21,13,16,#D1E3F1,#FFF9F2,#E4EEF7,#6793C0,#F6BB93,Missouri-Kansas City plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Missouri-Kansas City plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
217,Iona,Iona,-2.60688813705187,-1.48955584579291,-4.09644398284478,38.1754863322988,8.86573393016042,226,207,68.3885854425769,197,209,0.363636363636364,0.454545454545455,-0.0909090909090909,12,15,16,17,#E7F0F8,#EBF2F9,#E3EDF6,#EE7881,#F1DBB1,Iona plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Iona performs at a similar level regardless of the pace of the game.
218,Austin Peay,Austin Peay,3.21072468234275,-7.31391345515725,-4.1031887728145,19.5745632554461,-13.3235699831544,111,341,65.882328118137,332,202,0.34375,0.4375,-0.09375,11,14,16,16,#FFEFDB,#9DC2E2,#E3EDF6,#FFB9AD,#D5DABE,Austin Peay plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Austin Peay performs at a similar level regardless of the pace of the game.
219,Cal State Fullerton,Cal State Fullerton,-4.51729976429704,0.336678034129131,-4.18062173016791,-2.3730341989867,-51.1308489165017,267,153,67.6448737085155,249,258,0.344827586206897,0.586206896551724,-0.241379310344828,10,17,12,18,#D5E5F3,#FFFDFA,#E2EDF6,#EEF6DD,#8EB5C4,Cal State Fullerton performs at a similar level against both good and bad teams.,Cal State Fullerton plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
220,South Alabama,South Alabama,-1.62531964249802,-2.62111696839526,-4.24643661089327,-27.7026834374002,4.58305636217471,210,236,68.8266770354874,161,108,0.482758620689655,0.689655172413793,-0.206896551724138,14,20,14,15,#F0F5FA,#DCE9F4,#E2EDF6,#638FBE,#F0E0B6,South Alabama plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,South Alabama performs at a similar level regardless of the pace of the game.
221,Abilene Christian,Abilene Christian,-4.13492295104319,-0.111649575163035,-4.24657252620622,61.7974042978488,0.112363867906994,259,172,69.7123284130963,112,105,0.393939393939394,0.333333333333333,0.0606060606060606,13,11,15,18,#D9E7F4,#FDFEFE,#E2EDF6,#BD2B52,#EFE6BB,Abilene Christian plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Abilene Christian performs at a similar level regardless of the pace of the game.
222,Mercer,Mercer,-2.14917831011757,-2.10583868543059,-4.25501699554816,3.09050840995981,44.4736368722135,221,221,67.5258550422086,257,191,0.433333333333333,0.266666666666667,0.166666666666667,13,8,14,16,#EBF2F9,#E3EDF6,#E2EDF6,#FFF4D8,#F9AC86,Mercer performs at a similar level against both good and bad teams.,Mercer plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
223,Marist,Marist,-8.2227468005064,3.89768792035614,-4.32505888015025,0.851348465387466,-33.0276645221383,321,92,66.1817828229611,321,172,0.516129032258065,0.354838709677419,0.161290322580645,16,11,18,13,#B3D0E9,#FFE8CB,#E1ECF6,#FFFBDD,#B0C7C1,Marist performs at a similar level against both good and bad teams.,Marist plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
224,UC Riverside,UC Riverside,-1.66332846861141,-2.66349729591045,-4.32682576452186,-2.32013205545891,6.44037750103541,211,237,67.9236253692674,233,192,0.40625,0.65625,-0.25,13,21,14,18,#EFF5FA,#DBE9F4,#E1ECF6,#EEF6DD,#F0DEB4,UC Riverside performs at a similar level against both good and bad teams.,UC Riverside performs at a similar level regardless of the pace of the game.
225,Wofford,Wofford,-0.0268011541340615,-4.44624865436038,-4.47304980849444,48.8742193367352,15.9918603841204,174,275,66.9123173620063,286,181,0.482758620689655,0.448275862068966,0.0344827586206897,14,13,14,15,#FEFEFE,#C3DAED,#E0ECF6,#DF5369,#F2D1A8,Wofford plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Wofford performs at a similar level regardless of the pace of the game.
226,George Washington,George Washington,0.397431541253811,-4.89214594660322,-4.49471440534941,23.3267480800245,34.0161078327041,166,283,70.8006546380197,56,198,0.481481481481481,0.333333333333333,0.148148148148148,13,9,14,17,#FFFDFA,#BED6EC,#E0ECF6,#FFACA3,#F6BA92,George Washington plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,George Washington plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
227,Southern Mississippi,Southern Mississippi,-4.66632206642924,0.0718697224318364,-4.5944523439974,14.5568847318944,-5.78470100317919,270,165,69.2550002059379,130,98,0.466666666666667,0.6,-0.133333333333333,14,18,14,16,#D4E4F2,#FFFEFE,#DFEBF5,#FFCBBA,#E4E1BC,Southern Mississippi performs at a similar level against both good and bad teams.,Southern Mississippi performs at a similar level regardless of the pace of the game.
228,Radford,Radford,0.624604581506796,-5.36727729980277,-4.74267271829598,-5.79909847334339,19.8114242160826,162,298,65.3599359055171,340,251,0.354838709677419,0.354838709677419,0,11,11,14,17,#FFFBF8,#B7D2EA,#DEEBF5,#D6E9DA,#F3CCA4,Radford performs at a similar level against both good and bad teams.,Radford performs at a similar level regardless of the pace of the game.
229,Bowling Green,Bowling Green,-3.56393966307243,-1.39477584463886,-4.95871550771129,28.0185921491387,23.6639446938593,249,205,68.9585312697805,151,139,0.375,0.34375,0.03125,12,11,18,14,#DEEAF5,#ECF3F9,#DDEAF5,#FB9C98,#F4C79F,Bowling Green plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Bowling Green plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
230,North Dakota,North Dakota,-0.922668027526919,-4.08744247382796,-5.01011050135488,-16.4314233435528,50.8897576387654,193,266,68.2240785511668,212,315,0.310344827586207,0.448275862068966,-0.137931034482759,9,13,15,14,#F6F9FC,#C8DDEF,#DCE9F5,#8FC0D0,#FAA47E,North Dakota plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,North Dakota plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
231,Illinois-Chicago,Illinois-Chicago,-5.22862531747444,0.172324994003393,-5.05630032347104,36.7718455462933,14.0353298773283,278,163,69.081959158635,143,222,0.28125,0.3125,-0.03125,9,10,11,21,#CEE1F1,#FFFDFC,#DCE9F5,#EF7D84,#F2D4AB,Illinois-Chicago plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Illinois-Chicago performs at a similar level regardless of the pace of the game.
232,Maine,Maine,-7.67070417217484,2.43794118767031,-5.23276298450453,5.73077686498164,9.44906274447518,312,115,66.7587685488866,297,69,0.354838709677419,0.354838709677419,0,11,11,14,17,#B8D3EA,#FFF0DE,#DBE8F4,#FFEAD1,#F1DAB0,Maine performs at a similar level against both good and bad teams.,Maine performs at a similar level regardless of the pace of the game.
233,North Florida,North Florida,0.645655396587881,-5.97549666449177,-5.32984126790388,-1.74670230324432,-55.3280421424885,161,318,68.397204127529,196,220,0.310344827586207,0.689655172413793,-0.379310344827586,9,20,13,16,#FFFBF7,#AFCDE8,#DAE8F4,#F2F8DE,#86B1C5,North Florida performs at a similar level against both good and bad teams.,North Florida plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
234,Harvard,Harvard,-4.66824282290604,-0.725750670236955,-5.39399349314299,-5.24062804085103,5.75653550991402,271,191,68.4945305424425,188,263,0.461538461538462,0.461538461538462,0,12,12,13,13,#D4E4F2,#F5F9FC,#DAE8F4,#DAEBDB,#F0DFB5,Harvard performs at a similar level against both good and bad teams.,Harvard performs at a similar level regardless of the pace of the game.
235,North Alabama,North Alabama,-0.210177646845882,-5.24561810328491,-5.4557957501308,16.5787862917677,-0.833510529866156,179,292,68.7534710754076,169,200,0.233333333333333,0.366666666666667,-0.133333333333333,7,11,13,17,#FDFDFE,#B9D3EA,#D9E8F4,#FFC4B5,#EDE6BC,North Alabama plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,North Alabama performs at a similar level regardless of the pace of the game.
236,Rhode Island,Rhode Island,-1.06013474739921,-4.41879858685854,-5.47893333425775,-10.7851884423035,30.1529487711155,199,274,69.625075917597,114,180,0.419354838709677,0.32258064516129,0.0967741935483871,13,10,11,20,#F5F8FC,#C4DAEE,#D9E7F4,#B4D6D6,#F6BF97,Rhode Island plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Rhode Island plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
237,Lamar,Lamar,-3.22887396990119,-2.37792797887343,-5.60680194877462,-15.1284297947129,-17.2123849746465,239,228,69.57201073706,116,44,0.451612903225806,0.419354838709677,0.032258064516129,14,13,17,14,#E1ECF6,#DFEBF5,#D8E7F3,#96C5D2,#CED6BE,Lamar plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Lamar performs at a similar level regardless of the pace of the game.
238,Mount St. Mary's,Mount St. Mary's,-3.42579033407709,-2.2938601233117,-5.71965045738879,14.3266973542443,34.3132821475824,245,225,69.8452208329458,99,148,0.612903225806452,0.290322580645161,0.32258064516129,19,9,13,19,#DFEBF5,#E0ECF6,#D8E6F3,#FFCCBA,#F6B992,Mount St. Mary's performs at a similar level against both good and bad teams.,Mount St. Mary's plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
239,Montana State,Montana State,-2.13647596361145,-3.60436368842278,-5.74083965203423,43.1586917157915,-23.7881805502913,219,258,69.2339846493806,131,145,0.3125,0.53125,-0.21875,10,17,15,17,#EBF2F9,#CFE1F1,#D7E6F3,#E76776,#C2D0BF,Montana State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Montana State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
240,Northeastern,Northeastern,-1.9214591859794,-4.0216292761942,-5.94308846217359,40.1357249127906,6.38687052933248,217,264,67.1570032197575,275,167,0.375,0.5625,-0.1875,12,18,12,20,#EDF4F9,#C9DDEF,#D6E5F3,#EB717D,#F0DEB4,Northeastern plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Northeastern performs at a similar level regardless of the pace of the game.
241,Lehigh,Lehigh,-5.22053183363723,-0.725259062916119,-5.94579089655335,29.3157539540428,0.364710469999746,277,190,70.687213821875,64,356,0.5,0.5,0,15,15,12,18,#CFE1F1,#F5F9FC,#D6E5F3,#F99795,#EFE6BB,Lehigh plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Lehigh performs at a similar level regardless of the pace of the game.
242,Portland State,Portland State,-5.82575300779711,-0.181416864185096,-6.0071698719822,35.5464114755579,-99.009900990099,291,175,70.4238957747541,76,14,0.551724137931034,0.586206896551724,-0.0344827586206896,16,17,14,15,#C9DDEF,#FCFDFE,#D6E5F3,#F18287,#70A6C7,Portland State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Portland State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
243,Cal State Bakersfield,Cal State Bakersfield,-4.82222504851213,-1.25892880447961,-6.08115385299174,1.56404570913449,28.3648510860814,272,202,65.9013062217084,329,41,0.333333333333333,0.333333333333333,0,10,10,11,19,#D2E3F2,#EEF4FA,#D5E5F3,#FFF9DB,#F5C199,Cal State Bakersfield performs at a similar level against both good and bad teams.,Cal State Bakersfield plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
244,Albany,Albany,-1.18661951092031,-5.18926038670709,-6.3758798976274,-35.9816560121493,-1.59334414621037,202,290,73.6171314778785,7,240,0.483870967741935,0.387096774193548,0.0967741935483871,15,12,12,19,#F4F8FB,#BAD4EB,#D3E4F2,#3B6DB0,#EBE5BC,Albany plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Albany performs at a similar level regardless of the pace of the game.
245,Miami (OH),Miami (OH),-5.54677528863939,-0.873459924518124,-6.42023521315752,-28.3117704080443,-91.0783121909864,284,197,68.4191204126747,192,207,0.433333333333333,0.7,-0.266666666666667,13,21,13,17,#CCDFF0,#F3F7FB,#D3E3F2,#618DBD,#70A6C7,Miami (OH) plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Miami (OH) plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
246,San Diego,San Diego,-3.95000564815348,-2.49518590434408,-6.44519155249756,-18.2921256455002,-65.3160170315198,257,232,71.8641408020389,30,213,0.451612903225806,0.67741935483871,-0.225806451612903,14,21,16,15,#DAE8F4,#DDEAF5,#D3E3F2,#88B8CD,#73A7C6,San Diego plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,San Diego plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
247,North Carolina Central,North Carolina Central,-1.35516244053464,-5.09584511616662,-6.45100755670126,-31.1715111956079,-18.0012846589302,206,287,67.6262544933934,251,55,0.555555555555556,0.518518518518518,0.0370370370370371,15,14,14,13,#F2F7FB,#BBD5EB,#D3E3F2,#5580B8,#CDD5BE,North Carolina Central plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,North Carolina Central performs at a similar level regardless of the pace of the game.
248,Evansville,Evansville,-5.71179730155773,-0.787739224505608,-6.49953652606333,-52.1004711015667,0.980411384809477,289,194,69.7347569002087,108,48,0.352941176470588,0.676470588235294,-0.323529411764706,12,23,16,18,#CADEEF,#F4F8FB,#D2E3F2,#00429D,#EFE5BA,Evansville plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Evansville performs at a similar level regardless of the pace of the game.
249,Penn,Penn,0.239309949047784,-6.76436180996702,-6.52505186091924,-16.9964281169726,6.25522643686022,169,331,66.8221506652319,292,158,0.461538461538462,0.615384615384615,-0.153846153846154,12,16,9,18,#FFFDFC,#A5C7E5,#D2E3F2,#8DBDCF,#F0DEB4,Penn plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Penn performs at a similar level regardless of the pace of the game.
